coin,date_added,max_supply,circulating_supply,total_supply,market_cap,Volume24h,price
RKN,2019-12-25T00:00:00.000Z,285714286.0,242857143.0,285714286.0,36782348.839714676,1200730.03372114,0.15145673042738
AEON,2015-08-04T00:00:00.000Z,,15831459.311211,15831459.311211,36564316.842750795,50799.63591468,2.3095986367383
mQQQ,2020-12-16T00:00:00.000Z,0.0,104861.341705,104861.341705,36347410.94879578,130510.85872781,346.62355409345923
ILV,2021-03-08T00:00:00.000Z,10000000.0,585772.0980742,7000000.0,36375590.588902414,743597.7621151,62.0985374832495
PZM,2017-05-19T00:00:00.000Z,,2714940780.32,6000000000.0,36468565.05457446,86123.51964944,0.0134325453133
RINGX,2020-06-26T00:00:00.000Z,,220124009.3168,452372597.0,36117505.255963326,1957299.47464932,0.16407799116535
TON,2020-08-29T00:00:00.000Z,50000000.0,2727340.0,50000000.0,35913385.00283008,0.0,13.16791635910084
WPR,2018-02-09T00:00:00.000Z,,688788615.5179548,745248183.0967742,35454789.221162535,1213231.1891798,0.05147412199097
mSLV,2020-12-16T00:00:00.000Z,0.0,1451054.380268,1451054.380268,35832529.60146933,47004.73157023,24.69413282419595
BAN,2020-01-22T00:00:00.000Z,,1222959123.2103345,1919445568.6166427,35740038.884544425,761535.8678051,0.02922423015311
HZN,2021-04-15T00:00:00.000Z,100000000.0,40000000.0,100000000.0,35531229.7156628,152404.49679026,0.88828074289157
TFB,2019-09-25T00:00:00.000Z,,2357575088.5465283,6357575088.546529,35509664.76549062,0.0,0.01506194434188
TONE,2018-03-10T00:00:00.000Z,1000000000.0,567973685.779344,1000000000.0,35378019.87978837,434460.89489392,0.06228813194267
FCT,2019-12-06T00:00:00.000Z,,184275043.149559,600000000.0,35377969.963511884,259209.03254308,0.19198459736514
CUT,2019-11-19T00:00:00.000Z,200000000.0,135608834.473,139608834.473,35226387.218715705,383.94007955,0.25976469273268
TEMCO,2019-02-04T00:00:00.000Z,6000000000.0,3120969019.402163,6000000000.0,35432558.73914124,1389914.02936626,0.01135306326941
BUX,2020-12-16T00:00:00.000Z,76384000.0,57904773.44943661,76384000.0,34603403.19285814,250820.99495657,0.59759154783801
MOF,2018-01-20T00:00:00.000Z,,85481224.8,100000000.0,34505433.9265933,5340197.09057649,0.40366096774263
mAAPL,2020-12-15T00:00:00.000Z,,255636.916972,255636.916972,34268953.48127013,116397.97022103,134.05322629917188
mMSFT,2020-12-16T00:00:00.000Z,0.0,131337.180691,131337.180691,33959411.32481094,132699.39375802,258.56662329845517
BRD,2017-12-24T00:00:00.000Z,,88733977.6930047,88862718.0,33653040.35018933,1574836.98404734,0.37925765558059
CAS,2018-02-15T00:00:00.000Z,,813379082.1,1000000000.0,33645020.910093084,425275.52760134,0.04136450229729
mNFLX,2020-12-15T00:00:00.000Z,0.0,65029.869702,65029.869702,33643102.61228294,100539.82361463,517.3484548939246
APY,2020-09-29T00:00:00.000Z,,26694291.44808891,100000000.0,33521752.332116876,2283272.42097324,1.25576482887006
CARD,2018-07-03T00:00:00.000Z,,2357982917.3006086,6000000000.0,33326044.716847792,147583.94105089,0.01413328505153
ABL,2018-08-13T00:00:00.000Z,,252376419.4151729,373217500.0,33091205.60709298,6117230.85234405,0.13111845268181
mUSO,2020-12-16T00:00:00.000Z,0.0,737331.79256,737331.79256,33308854.570403196,571005.33798757,45.17485195471577
PPC,2013-04-28T00:00:00.000Z,,26909595.20928735,26909595.20928735,33246722.593841482,117550.27250852,1.23549694208581
SIX,2018-09-21T00:00:00.000Z,,273776596.0,999999970.0,32705526.946452763,1498718.54724555,0.11946063843402
MCI,2020-09-18T00:00:00.000Z,3300000003.0,574716648.0256939,3300000000.0,32695955.883204456,4238781.11464886,0.05689056684807
HEZ,2020-10-15T00:00:00.000Z,100000000.0,4700000.0,100000000.0,32614829.227219027,1172101.37581638,6.93932536749341
ICHI,2020-11-19T00:00:00.000Z,,2743790.2419345,5000000.0,32387888.673429575,161549.33707456,11.80406875803837
PPAY,2020-12-06T00:00:00.000Z,1000000000.0,123116295.46,1000000000.0,32254009.983068794,1190928.78596643,0.26198002354244
BMX,2018-07-13T00:00:00.000Z,,173717944.18118548,650578983.1729362,32201251.734619018,3504098.5073391,0.18536514397749
ANW,2020-08-04T00:00:00.000Z,1000000000.0,275297977.0183,1000000000.0,32141675.051128477,37017591.24216709,0.11675231107489
NMC,2013-04-28T00:00:00.000Z,,14736400.0,14736400.0,32051554.944707744,31845.2477173,2.17499219244237
JUL,2020-09-08T00:00:00.000Z,1000000.0,436870.86411343,963148.10248,32000347.446243033,1440835.98175157,73.24898516906909
DMCH,2020-05-28T00:00:00.000Z,460000000.0,213340653.0,213340653.0,31739393.429201424,6240.31362139,0.14877330214791
ZANO,2020-01-17T00:00:00.000Z,,10620135.41,12649635.41,31780222.9927931,204698.70504255,2.99244988560773
mBABA,2020-12-15T00:00:00.000Z,,133263.837836,133263.837836,31553138.49106071,43195.90842076,236.7719480650956
OAX,2017-07-31T00:00:00.000Z,,76215393.57684319,100000000.0,31405320.17372725,975298.2528328,0.41206006686908
mTWTR,2020-12-16T00:00:00.000Z,0.0,553053.497893,553053.497893,31306999.101140346,235585.43616013,56.6075419835738
CUDOS,2021-01-13T00:00:00.000Z,10000000000.0,659258838.0708247,10000000000.0,31151062.391462713,1094002.19596543,0.04725164168086
CDT,2017-08-07T00:00:00.000Z,,674579184.17,1000000000.0,31209037.670617018,1638019.09809699,0.04626445405222
XCUR,2020-12-10T00:00:00.000Z,8500000.0,6113988.52755741,8500000.0,31160664.484921686,4991365.21061982,5.09661808236507
UFT,2020-10-14T00:00:00.000Z,100000000.0,15334300.0,100000000.0,31151784.877134092,18406834.75959906,2.03151007069994
XDN,2014-06-24T00:00:00.000Z,10000000000.0,4892574402.473891,5039510041.924737,31116746.886637073,172334.55315699,0.00635999462183
DUCK,2020-12-22T00:00:00.000Z,,31319194.867369,95986126.46717,30995703.6745152,1411989.93443567,0.9896711523325
BHAO,2020-10-26T00:00:00.000Z,2100000000.0,54172586.8,2100000000.0,31017799.48473219,0.0,0.5725737188672
ETP,2017-06-05T00:00:00.000Z,100000000.0,78249996.58679087,80250094.4405909,30944703.45551936,444243.43552758,0.39545948632978
VIB,2017-10-06T00:00:00.000Z,,196825000.0,200000000.0,30990500.03712521,11549135.04791768,0.15745205150324
BEPRO,2019-12-20T00:00:00.000Z,,1825000000.0,10000000000.0,30867117.6960855,7418414.96321819,0.01691348914854
mVIXY,2020-12-16T00:00:00.000Z,0.0,3677100.309628,3677100.309628,30817739.209883012,197191.99337313,8.38098953384297
ODDZ,2021-03-18T00:00:00.000Z,100000000.0,12590000.0,100000000.0,30727856.639326338,3257552.83139886,2.44065580931901
ONE,2017-12-30T00:00:00.000Z,13508522147.21,9449081034.0,6689417418.392,30744803.273654338,69166.53940658,0.00325373474553
BURST,2014-08-30T00:00:00.000Z,2158812800.0,2119811276.0,2119811276.0,30657820.78255566,103916.34581577,0.01446252368296
SHA,2019-04-02T00:00:00.000Z,,3005855396.0,8500000000.0,30723131.03211669,8640993.63996489,0.01022109415942
PDEX,2021-03-30T00:00:00.000Z,20000000.0,1963860.0,20000000.0,30384787.00101425,3086001.39193679,15.47197203518288
vUSDT,2020-12-12T00:00:00.000Z,,1486153169.0,1486153169.0,30505943.944010064,0.0,0.02052678322823
BLANK,2021-03-04T00:00:00.000Z,125000000.0,16406686.69568127,124999999.99998416,30356853.997229084,4502366.20548466,1.85027327944404
POLK,2021-02-24T00:00:00.000Z,100000000.0,22900000.0,100000000.0,31448645.035037678,2442820.66620435,1.3733032766392
RBC,2020-09-29T00:00:00.000Z,124000000.0,100700000.0,124000000.0,30338978.842448074,1832980.48325854,0.30128082266582
CWS,2021-01-31T00:00:00.000Z,10000000.0,1202968.413734,10000000.0,30418886.494304597,2602117.5279281,25.28652136416843
SAKE,2020-09-11T00:00:00.000Z,,80914185.77920777,128344291.55604033,30305306.462536983,534442.1042433,0.37453638284431
STEP,2021-04-26T00:00:00.000Z,,4000000.0,4000000.0,30311981.983370997,13996533.47995584,7.57799549584275
GLCH,2021-01-19T00:00:00.000Z,88888888.0,68138231.15792513,88888888.0,30367323.1871392,2160592.87185141,0.44567231451542
BHD,2019-05-27T00:00:00.000Z,21000000.0,6083016.35,6339465.0,30198296.684936915,7409166.00287155,4.96436224192245
MARSH,2021-03-26T00:00:00.000Z,,6977344.29416765,100000000.0,30093296.485974535,1193316.58067725,4.31300151135289
FST,2019-04-08T00:00:00.000Z,,34972350.11311,100000000.0,28274781.440439973,68375.08577262,0.80848960247143
BLOCK,2014-11-01T00:00:00.000Z,,7672871.86531109,7672871.86531109,30148525.042023722,64073.27063943,3.92923608933503
MIX,2019-09-02T00:00:00.000Z,10000000000.0,3857066233.0,10000000000.0,30113941.19625056,2737392.04174269,0.00780747318742
BSCS,2021-04-20T00:00:00.000Z,500000000.0,36903908.0,500000000.0,29964524.132402487,929830.11995333,0.81196073143263
AGA,2020-08-08T00:00:00.000Z,10900000.0,7824010.4,5999999.4,29539167.154283956,117988.12555273,3.77545090613427
GS,2021-04-14T00:00:00.000Z,,12030988.0,208911248.0,29548683.759807974,4594123.2497691,2.45604797875353
LABS,2021-03-16T00:00:00.000Z,,756966670.0,10000000000.0,29423560.069461968,2966077.70023099,0.03887035088277
ZAP,2018-01-11T00:00:00.000Z,,236144465.0,520000000.0,29242703.496038694,1303118.84151937,0.12383395687906
ENQ,2019-08-13T00:00:00.000Z,350000000.0,173029656.49750033,194029663.512,29264533.438402213,474112.8704511,0.16913015971239
WGR,2017-07-05T00:00:00.000Z,,216761204.0,217691198.79426074,29143956.388996094,166959.45514576,0.13445190306747
HIT,2018-08-16T00:00:00.000Z,,61440000000.0,102400000000.0,29262068.736614402,1047989.00242817,0.00047627065001
OST,2017-12-19T00:00:00.000Z,,763665268.9074074,800000000.0,29102278.758835353,1769454.1437539,0.03810868445081
LGO,2018-03-21T00:00:00.000Z,,53985545.0,217845594.848,28898502.37883709,287385.25842479,0.53530074353861
EVX,2017-10-10T00:00:00.000Z,,22700000.0,25000000.0,28891573.316097308,1178877.85399688,1.27275653374878
OPIUM,2021-01-26T00:00:00.000Z,100000000.0,4161204.0,0.0,28670616.295454204,85267896.0494601,6.88998095153571
USDK,2019-07-29T00:00:00.000Z,,28600072.0,28600072.0,28584308.279415097,205247554.41114473,0.99944882234615
TOP,2019-03-28T00:00:00.000Z,,5512414942.82,20000000000.0,28603516.309406035,587770.00700604,0.00518892656052
CRPT,2018-01-22T00:00:00.000Z,,83925399.85901552,98922951.00187267,28195480.584099542,510034.06748447,0.33595884716027
DHT,2020-09-17T00:00:00.000Z,100000000.0,10034409.28978419,100000000.0,28377750.52450165,2754113.4911892,2.82804395405641
MDA,2017-09-11T00:00:00.000Z,,19628888.0,19628888.0,28265450.81721261,2718346.95162776,1.43999246504502
EGG,2021-02-13T00:00:00.000Z,,1755130.18328287,1867616.50450207,25754721.387793113,2694943.02008007,14.67396642887218
INFS,2020-02-24T00:00:00.000Z,,635122.0,1000000.0,28218241.576781504,16933.23615037,44.42963962322436
SWRV,2020-09-05T00:00:00.000Z,33000000.0,11893159.35079985,13702211.94535628,28109045.86327976,39910388.83973653,2.3634633182132
POA,2018-02-28T00:00:00.000Z,,287136663.23820853,287136663.23820853,28072259.22772701,2647238.00590706,0.09776619575898
HPB,2018-01-09T00:00:00.000Z,,73069950.0,101119949.75,27886258.410701897,1914381.98311807,0.38163784716839
LTX,2020-11-09T00:00:00.000Z,100000000.0,28653895.88,100000000.0,27823331.7281833,1300949.37240579,0.97101391882992
PMON,2021-03-27T00:00:00.000Z,,1713900.86263318,9851542.75,27581158.67496939,1612207.51187131,16.0926219691579
ROUTE,2021-01-20T00:00:00.000Z,20000000.0,3132723.7275,20000000.0,27535847.564443745,1219911.53333056,8.78974654634423
PRE,2017-12-05T00:00:00.000Z,500000000.0,350661436.0,500000000.0,27731753.37441162,481320.97833498,0.0790841265317
REW,2020-07-13T00:00:00.000Z,21000000000.0,10000000.0,21000000000.0,27543652.0237962,923809.63665202,2.75436520237962
GAL,2020-06-08T00:00:00.000Z,,3507572.0,10000000.0,27542003.312441118,1109348.460795,7.85215622443135
SENSO,2020-05-04T00:00:00.000Z,7692000000.0,12241334.0,5915280000.0,27450429.634260476,3081333.98776197,2.24243776325852
NIX,2018-07-28T00:00:00.000Z,,49060712.396529,49060712.396529,27345760.847524583,76152.26916699,0.55738613468359
IDV,2021-03-08T00:00:00.000Z,2000000000.0,469571207.66495526,2000000000.0,27180095.212281644,436348.45645825,0.05788279768566
UBXT,2020-09-18T00:00:00.000Z,,343629020.1385823,500000000.0,26930448.390895233,491389.78546421,0.07837070448833
FWT,2020-11-03T00:00:00.000Z,10000000000.0,2402830686.996312,10000000000.0,26887763.396424845,1360820.48338205,0.01119003662719
DYN,2017-03-26T00:00:00.000Z,,15380761.43633908,15380761.43633908,26597891.69397235,35412.26473776,1.72929616027535
TLOS,2019-09-17T00:00:00.000Z,,270123443.8443,355208370.6674,26543369.702653226,816175.4836699,0.09826385050071
MTV,2019-04-11T00:00:00.000Z,10000000000.0,3587369426.402686,8000000000.0,26344508.136990648,2303586.83537456,0.00734368418906
IHF,2018-09-17T00:00:00.000Z,,119275121.7963436,119662262.5638736,26280916.703132357,8927.60994578,0.22033862810055
PROPS,2020-07-20T00:00:00.000Z,1000000000.0,306600957.9398297,681779051.4436575,26230359.254329678,666454.36897073,0.08555211122164
ORAI,2020-10-27T00:00:00.000Z,23037721.0,999273.79873915,22779270.5,26079710.692258976,1007804.26086428,26.09866357465339
EFX,2018-04-23T00:00:00.000Z,,252168527.315999,650000000.0,25925062.948368948,162886.13699641,0.10280847980637
FLETA,2019-07-16T00:00:00.000Z,,1143143135.010074,2000000000.0,25822301.90020555,1639540.39678946,0.0225888614552
BLINK,2020-11-26T00:00:00.000Z,999999999.0,184346233.368417,999999999.0,25826095.343842022,135488.35152383,0.14009559551037
DAPP,2019-06-28T00:00:00.000Z,20000000000.0,709902293.7624,1056939327.1283,25680067.48452958,20016.41384447,0.03617408720914
OLY,2021-02-16T00:00:00.000Z,5000000000.0,1140983359.1587474,5000000000.0,25327731.321912486,57909.87973958,0.02219816013845
FCT,2015-10-06T00:00:00.000Z,,9768104.91794206,9768104.91794206,25379885.863552537,76002.16230627,2.59824050588715
PAY,2017-06-27T00:00:00.000Z,,205218255.94857776,205218255.94857776,25386977.733288378,3519445.36139962,0.12370720926334
VNLA,2020-11-25T00:00:00.000Z,1000000.0,701312.14191997,846442.31554858,25199832.789026037,100933.75038675,35.93240624643528
FOAM,2018-12-11T00:00:00.000Z,,313912870.03592205,1000000000.0,25042503.5813745,223820.23670755,0.07977533249436
WOM,2020-03-17T00:00:00.000Z,1000000000.0,102207450.0,1000000000.0,25108130.03980223,3392771.38979693,0.24565851158406
DTA,2018-01-22T00:00:00.000Z,11500000000.0,11499993344.4009,11500000000.0,25266581.26146454,2592673.18030338,0.0021970952943
DLT,2017-09-09T00:00:00.000Z,,101124580.8713653,130271020.035721,25107608.090384476,1181038.45635332,0.24828392735019
JUV,2020-04-22T00:00:00.000Z,,1315932.0,20000000.0,25133052.7313122,8614030.31555931,19.09905126656408
MAP,2020-01-06T00:00:00.000Z,,318474889.0,10000000000.0,24658477.549743123,1601395.87940277,0.07742675608482
SWFTC,2018-01-04T00:00:00.000Z,,4004999999.0,10000000000.0,24659479.32935868,15435763.13502551,0.00615717336717
RFUEL,2020-08-11T00:00:00.000Z,,257680586.89,264205263.0,24644746.718580306,3024857.29026777,0.09564068064274
IGG,2019-06-26T00:00:00.000Z,,8856541707.22174,48132126676.0,24484952.606318455,282788.42786561,0.00276461777246
SOCKS,2020-09-18T00:00:00.000Z,315.0,314.0,314.0,24457430.49158739,301652.82622137,77889.90602416366
FLUX,2018-08-02T00:00:00.000Z,440000000.0,149246503.44991484,149246503.44991484,24518103.140123084,471034.62773848,0.1642792465711
NEW,2019-04-17T00:00:00.000Z,98823661261.0,20571994592.46,98823661261.46,24435927.03633308,2099032.11024291,0.00118782488137
MAN,2018-01-27T00:00:00.000Z,1000000000.0,214302041.859023,647450055.959024,25081022.353945393,1572515.94214907,0.11703585339819
RUFF,2018-01-28T00:00:00.000Z,,980500000.0,1880000000.0,24227746.207184795,6961033.26112708,0.02470958307719
LDO,2020-12-15T00:00:00.000Z,1000000000.0,8850049.4918577,1000000000.0,24176757.13627074,5822463.14307385,2.73182168738311
vLINK,2020-12-14T00:00:00.000Z,,30907312.0,30907312.0,24215079.750852715,0.0,0.78347414200409
SMART,2017-07-21T00:00:00.000Z,5000000000.0,1413859297.52334,2014903576.72334,24159251.77524891,2200513.53439944,0.01708745121779
CBK,2020-12-24T00:00:00.000Z,,2808660.0,100000000.0,24049992.029806506,82805.34482308,8.56279935264735
NIOX,2017-11-06T00:00:00.000Z,300000000.0,82323049.7838,315000000.0,23813384.994181402,1007060.94056923,0.28926752661279
POOLZ,2021-01-18T00:00:00.000Z,,1583695.0,5000000.0,23625020.136569425,6731648.49622752,14.91765784230513
VNT,2019-06-03T00:00:00.000Z,,2717613095.393633,10000000000.0,23444375.600963686,61865.59032195,0.00862682610733
ARDX,2019-12-18T00:00:00.000Z,,277807957.41,5158308000.0,23309309.34040027,92976.27078777,0.08390439769153
AWC,2019-01-04T00:00:00.000Z,,10603658.692008,100000000.0,23208285.256049912,76147.44632787,2.1887054204736
AMLT,2018-03-23T00:00:00.000Z,400000000.0,293364001.97737634,400000000.0,23213907.195314642,169007.41894586,0.0791300467639
ABT,2018-02-26T00:00:00.000Z,,98554305.44029327,186000000.0,22807944.0900454,9061790.48099109,0.2314251415821
DEC,2020-07-13T00:00:00.000Z,,73768580.07761279,1000000000.0,22677312.39325778,1515825.93312831,0.30741153441477
MTX,2017-12-30T00:00:00.000Z,,23224303.1,314159265.0,22753061.481592398,26407.11246482,0.97970911693761
BAC,2020-11-30T00:00:00.000Z,,56419685.15142261,56419796.03947788,22695079.43489992,546306.44151779,0.40225462751147
GMB,2019-03-26T00:00:00.000Z,,4999999990.0,5000000000.0,22756252.947737493,1362480.36830482,0.00455125059865
TNB,2017-11-27T00:00:00.000Z,,3634727418.2186904,4415707418.218691,22560954.04500051,1531826.167982,0.00620705528891
MTH,2017-09-06T00:00:00.000Z,,402400000.0,402400000.0,22388324.479270242,1399136.01586963,0.0556369892626
vLTC,2020-12-12T00:00:00.000Z,,4142378.0,4142378.0,22535347.755031478,0.0,5.44019588628355
NLG,2014-04-08T00:00:00.000Z,750000000.0,542612039.0,542612039.0,21977008.1900947,197328.53022969,0.04050224950887
TXL,2020-09-12T00:00:00.000Z,899994670.0,54075497.0,600000000.0,22284127.565086376,1031413.1937149,0.41209288497314
PTF,2020-09-28T00:00:00.000Z,,21507098.19379374,400000000.0,22608740.311417352,660584.56258214,1.05122225730766
MXX,2020-08-14T00:00:00.000Z,920000000.0,112488140.3858223,298651597.69735223,22105015.6484313,275845.45818647,0.196509743806
MATTER,2021-02-27T00:00:00.000Z,100000000.0,9396333.33,100000000.0,22787248.716543283,2938856.16912247,2.42512136556391
UBQ,2014-09-07T00:00:00.000Z,,42609099.353966,42609099.353966,22159501.29837102,65013.456828,0.52006500100567
ACM,2021-02-22T00:00:00.000Z,,2000157.0,20000000.0,22161450.56077234,3206126.94434334,11.0798555117285
ACT,2017-08-27T00:00:00.000Z,1000000000.0,987999997.97063,1000000000.0,21763323.0720501,3288100.37577635,0.02202765497647
CMT,2017-12-06T00:00:00.000Z,,800000000.0,1000000000.0,21803578.599504,3378888.97655371,0.02725447324938
OCE,2019-04-23T00:00:00.000Z,,1788038022.4,8811756112.4,21775945.028279915,678289.92916907,0.01217868118881
EXNT,2020-09-04T00:00:00.000Z,100000000.0,62918383.66320974,100000000.0,21656329.03911879,312820.86890532,0.34419716111973
PLTC,2019-02-20T00:00:00.000Z,300000000.0,25244011.71262555,300000000.0,21464481.197695866,385387.80419575,0.85028011561889
MOBI,2018-01-19T00:00:00.000Z,,517082884.002369,888000000.0,21325780.58076858,105763.46115696,0.0412424801527
CGG,2021-03-02T00:00:00.000Z,120000000.0,11720362.83188643,120000000.0,21206951.11006979,3585402.35597804,1.80941080188867
SHROOM,2020-09-04T00:00:00.000Z,65557424.0,51386058.0,65557424.0,21022718.546193928,775850.8249551,0.40911327633254
DG,2021-03-16T00:00:00.000Z,1000000000.0,74000000.0,1000000000.0,21233469.32021278,49682.44055684,0.28693877459747
MOD,2021-02-17T00:00:00.000Z,22000000.0,8293124.86452333,22000000.0,20910777.555987276,2273574.72553386,2.52145938926354
PICKLE,2020-09-12T00:00:00.000Z,1289763.0,1348130.45276282,1373226.94835993,21173433.092349797,5731750.47288762,15.70577465182065
L2,2020-11-25T00:00:00.000Z,,287250542.4467922,835517186.2081873,21076346.945774775,556426.54797829,0.07337269676237
KONO,2021-03-04T00:00:00.000Z,100000000.0,7989111.8999,100000000.0,21044344.382507116,3314724.9814286,2.6341281291567
SPC,2018-01-16T00:00:00.000Z,,319281405.6587667,403357888.54810494,20915036.710406516,443338.56706069,0.06550659180184
TRUE,2018-01-24T00:00:00.000Z,,79575542.96,100000000.0,20628671.5565127,5571853.47094828,0.25923381467698
BIX,2017-12-24T00:00:00.000Z,,85430525.27,235972808.27,20539662.948547926,6634518.0361539,0.24042533840958
SLICE,2021-03-01T00:00:00.000Z,20000000.0,20000000.0,20000000.0,20542415.7941586,193458.72117098,1.02712078970793
STRONG,2020-08-11T00:00:00.000Z,528886.0,138269.0,523990.0,20511580.91321011,973178.82870696,148.34547811302684
PROS,2021-01-13T00:00:00.000Z,100000000.0,4474803.99,100000000.0,20668888.269460704,20593123.30462489,4.61894829709864
MOON,2020-09-11T00:00:00.000Z,,18246296.91698229,18266798.40437041,20385664.506056264,72242.4082568,1.11724941224007
VEE,2017-11-28T00:00:00.000Z,,3271009159.2933955,3646271241.2002554,20379899.390454747,655331.11445692,0.00623046234296
BPS,2020-07-07T00:00:00.000Z,21000000.0,4306720.1300042,4518174.0,21273401.969325785,31292.67785967,4.93958309970447
ISR,2018-10-18T00:00:00.000Z,,214048583.4344944,290000000.0,19370358.77899958,1600620.98938026,0.09049515053169
SYLO,2020-06-05T00:00:00.000Z,10000000000.0,2431617492.0,10000000000.0,20117243.504003763,953052.64488928,0.00827319410647
BIOT,2021-03-03T00:00:00.000Z,8800000000.0,516482722.0,8800000000.0,20028683.359609608,1041273.61971762,0.0387789997738
RAZOR,2021-02-06T00:00:00.000Z,1000000000.0,53040334.00146075,1000000000.0,19994662.95716429,889941.74967473,0.37697090965931
ARCH,2020-11-23T00:00:00.000Z,100000000.0,9146470.00288365,100000000.0,19937708.373123802,1535623.45864488,2.17982548096019
TRADE,2020-08-04T00:00:00.000Z,,28420621.98771539,50000000.0,20035509.31755628,1956271.84682833,0.7049637874293
QLC,2017-12-29T00:00:00.000Z,,240000000.0,600000000.0,20083555.324706398,1876684.60064028,0.08368148051961
BMXX,2021-03-01T00:00:00.000Z,13000000.0,1012441.92799,1047729.586219,19989648.106799226,1824.84618971,19.74399474593536
EGT,2018-07-02T00:00:00.000Z,,4218701581.8676558,8000000000.0,19609886.71079037,6021941.78926939,0.00464832279085
HTML,2017-12-28T00:00:00.000Z,,53067332239.5159,80434575000.0,19765990.17907494,88364.29701704,0.00037247001771
SCC,2019-03-01T00:00:00.000Z,5000000000.0,320658118.0,5000000000.0,19477607.239253554,57850.0935773,0.06074259825617
SAITO,2021-04-22T00:00:00.000Z,10000000000.0,926244833.0,3000000000.0,19384308.22619863,3053350.52878277,0.02092784492348
ACH,2020-09-09T00:00:00.000Z,,2073916604.420616,10000000000.0,19372089.645210303,2366925.80683391,0.00934082383251
ASK,2020-09-18T00:00:00.000Z,,4110077464.0,100000000000.0,19322654.044859916,919689.26352194,0.00470128707162
ELAMA,2019-02-07T00:00:00.000Z,10000000000.0,741721124.9685714,1000000000.0,19418524.53256688,5599316.62011083,0.02618035792548
YOYOW,2017-08-19T00:00:00.000Z,,495983647.86841,1043783118.44705,19222336.224858165,870384.06755532,0.03875598783845
MRX,2017-07-15T00:00:00.000Z,30000000000.0,15981390210.0,17278890210.0,19171208.72526107,277168.84745465,0.00119959580946
KTN,2021-04-09T00:00:00.000Z,,1042500.0,10000000.0,19058977.88253098,195837.08067469,18.28199317269159
ΤBTC,2021-04-05T00:00:00.000Z,2100.0,310.0,2100.0,19036890.641314827,8732.96362562,61409.32464940267
BTCZ,2017-10-12T00:00:00.000Z,21000000000.0,9304184357.49284,9304184357.49284,18882604.44604287,75576.5550425,0.00202947445155
NVT,2020-07-27T00:00:00.000Z,2100000000.0,276983684.2827586,1122857486.3837585,18959302.64285714,302997.07662698,0.06844916765387
ANJ,2020-05-03T00:00:00.000Z,,122645461.38846613,128645461.38846613,18902122.548035447,2700.758299,0.15412003293106
PKF,2021-03-01T00:00:00.000Z,200000000.0,10857084.0,200000000.0,18557999.928078957,1910674.24706529,1.7092987332583
CON,2019-04-17T00:00:00.000Z,,2897405858.7,5000000000.0,18707574.150318116,598404.91976394,0.00645666332666
GEO,2020-05-15T00:00:00.000Z,350000000.0,21519995.73304432,350000000.0,18419188.567438174,435472.08036176,0.855910419125
SAN,2017-07-12T00:00:00.000Z,,63293578.95697954,83337000.0,18639718.374769144,122288.55523515,0.29449619822318
APYS,2021-02-09T00:00:00.000Z,100000000.0,7556080.43317397,100000000.0,18604631.972645015,1416495.98827531,2.46220671380943
TERA,2019-05-21T00:00:00.000Z,,844711128.0,1000000000.0,18569196.990159348,31722.72692493,0.02198289613412
RAZE,2021-04-08T00:00:00.000Z,120000000.0,15120000.0,120000000.0,18539229.155244235,2288382.30805883,1.22613949439446
UPUNK,2021-04-28T00:00:00.000Z,250000000.0,250000000.0,250000000.0,18318131.7226675,1222.56224473,0.07327252689067
BIKI,2020-03-16T00:00:00.000Z,1000000000.0,314898566.8999999,469728078.8999999,18340243.67239222,1517001.21192959,0.05824175020211
ADK,2017-06-06T00:00:00.000Z,,25000000.0,25000000.0,18508433.81138925,676046.47965427,0.74033735245557
WATCH,2021-03-01T00:00:00.000Z,20000000.0,10703440.0,20000000.0,18259189.962132525,40434.29655116,1.70591790696566
OPCT,2018-12-12T00:00:00.000Z,130000000.0,80456100.0,130000000.0,18153586.51933317,204021.02107216,0.22563343884843
HAKKA,2020-08-17T00:00:00.000Z,,161740401.1617256,635982513.0,18114250.01781186,358411.88411505,0.11199582718791
CS,2018-03-02T00:00:00.000Z,249471071.0,223456423.0,249471071.21,18159868.771013644,870495.97978217,0.08126805453703
SNGLS,2016-10-03T00:00:00.000Z,,600000000.0,1000000000.0,18049832.620074,1156924.24167138,0.03008305436679
LIKE,2018-07-10T00:00:00.000Z,2000000000.0,1024826991.4534198,1031504200.6592923,17741925.208459906,45218.93869718,0.0173121174173
ROOM,2021-01-28T00:00:00.000Z,100000000.0,12197822.0,0.0,17689971.52280763,408090.73861934,1.4502565722641
DRC,2020-10-12T00:00:00.000Z,,14300522.57393933,14649090.89469272,16574200.574134678,7332090.55737804,1.15899265138316
TKN,2017-05-07T00:00:00.000Z,,34012087.81765404,39406759.9283204,17539760.64310394,53639.00234691,0.51569197213468
IDLE,2020-12-02T00:00:00.000Z,13000000.0,1321672.69786178,13000000.0,17411640.71838306,341905.25486144,13.17394294862249
MDS,2017-12-13T00:00:00.000Z,,1199999624.0728,2000000000.0,17546862.20495396,743903.49830904,0.01462238975159
EMRX,2019-09-10T00:00:00.000Z,,27058765.0,500000000.0,17396738.975170914,571708.9965956,0.64292435279921
SSX,2020-05-21T00:00:00.000Z,5000000000.0,143343000.0,5000000000.0,17375465.015742227,1918623.87673135,0.12121599949591
BTRS,2019-11-04T00:00:00.000Z,1000000.0,450000.0,1000000.0,17305201.632762466,525117.61877312,38.45600362836104
